Дата просмотра,Кол-во рекламы,Вид рекламы,Количество повторений
7,44,Ноутбуки Xiaomi,18
6,47,Гироскутеры Hoverbot,9
7,8,Ноутбуки Xiaomi,12
8,37,Холодильники Atlant,7
7,24,Планшеты Huawei,7
8,14,Сериал,12
7,37,Гироскутеры MiniPro,16
7,26,Кофеварки и кофемашины DeLonghi,12
8,39,Холодильники Nordfrost,11
6,86,Палатки Alexika,11
7,78,Гироскутеры Hoverbot,9
6,51,Кофеварки и кофемашины DeLonghi,9
6,43,Вентиляторы Centek,9
7,99,Микроволновые печи Maunfeld,9
6,56,Кофеварки и кофемашины DeLonghi,10
8,83,Вентиляторы Centek,5
8,22,Наушники Xiaomi,10
8,23,Наручные часы Xiaomi,6
8,85,Ноутбуки Lenovo,11
8,60,Туристические рюкзак,12
7,31,Парфюмерия SHAIK,9
7,75,Купальник,11
7,24,Планшеты Xiaomi,11
7,71,Ноутбуки Samsung:HP,6
8,23,Газонокосилки Champion,8
7,47,Ноутбуки Asus,9
8,75,Кондиционеры Ballu,11
8,62,Парфюмерия Fragrance World,13
7,33,Гироскутеры Zaxboard,15
8,39,Велосипеды Stark,10
7,24,Ноутбуки Xiaomi,5
8,20,Туристические рюкзак,9
6,33,Велосипеды Stark,7
6,16,Планшеты BQ,7
7,100,Планшеты Lenovo,5
7,9,Палатки BTrace,6
7,56,Гироскутеры GT,10
8,81,Парфюмерия SHAIK,7
7,57,Наручные часы Apple,9
7,11,Палатки Talberg,8
6,20,Велосипеды Forward,8
7,84,Умные часы и браслеты Samsung,15
8,98,Гироскутеры Zaxboard,6
8,89,Парфюмерия Killian,9
8,37,Микроволновые печи Midea,8
8,27,Вентиляторы Equation,13
8,62,Планшеты BQ,14
6,32,Микроволновые печи Bosch,9
7,88,Кондиционеры ROYAL Clima,14
6,21,Кондиционеры Haier,6
6,14,Экскурс,10
7,46,Вентиляторы Equation,10
7,40,Планшеты Huawei,13
7,11,Микроволновые печи Gorenje,7
8,48,Палатки Alexika,8
7,39,Газонокосилки Huter,8
6,1,Кофеварки и кофемашины TEENRA,7
8,41,Кондиционеры Hisense,14
6,55,Холодильники Samsung,11
6,87,Гироскутеры Zaxboard,18
7,92,Газонокосилки PATRIOT,10
6,45,Кондиционеры Haier,19
6,84,Парфюмерия Fragrance World,12
7,29,Телевизоры LG,11
8,90,Умные часы и браслеты Samsung,8
6,84,Ноутбуки Xiaomi,9
8,88,Смартфоны Xiaomi,6
6,68,Ролик,8
6,3,Планшеты Huawei,6
6,93,Велосипеды STELS,7
8,59,Газонокосилки Champion,9
8,32,Парфюмерия Fragrance World,10
8,73,Смартфоны Xiaomi,8
6,5,Палатки BTrace,9
7,98,Палатки Talberg,8
7,69,Парфюмерия Fragrance World,13
8,87,Смартфоны Samsung,9
6,64,Микроволновые печи Maunfeld,11
7,28,Телевизоры Xiaomi,8
8,58,Смартфоны Huawei,9
6,87,Умные часы и браслеты Xiaomi,11
7,27,Экскурс,11
6,49,Концерт,11
7,35,Холодильники Beko,6
7,66,Ноутбуки Lenovo,13
6,70,Планшеты Apple,14
7,18,Велосипеды Stinger,10
7,97,Телевизоры LG,8
6,11,Планшеты Apple,10
7,53,Парфюмерия Fragrance World,10
6,44,Газонокосилки Huter,7
7,46,Парфюмерия SHAIK,9
6,4,Компьютерные кресл,9
6,76,Планшеты Lenovo,13
8,3,Планшеты Samsung,6
6,16,Гироскутеры GT,9
6,30,Сериал,14
6,42,Наушники Xiaomi,19
6,9,Холодильники Samsung,14
6,78,Велосипеды Stinger,11
6,94,Холодильники Бирюса,10
6,44,Ноутбуки Samsung:HP,11
6,46,Гироскутеры GT,12
7,61,Наручные часы Xiaomi,13
7,71,Умные часы и браслеты Xiaomi,5
6,30,Велосипеды Stinger,9
8,39,Кондиционеры Electrolux,15
6,16,Ноутбуки Asus,10
7,54,Микроволновые печи Gorenje,6
8,71,Холодильники LG,5
6,1,Ноутбуки Samsung:HP,5
8,62,Гироскутеры Zaxboard,6
7,19,Планшеты Samsung,9
8,63,Умные часы и браслеты Xiaomi,7
6,35,Ноутбуки Xiaomi,7
6,78,Планшеты Lenovo,12
7,35,Велосипеды Stinger,13
6,84,Планшеты Apple,6
7,25,Компьютерные кресл,6
6,56,Холодильники Бирюса,12
7,93,Ноутбуки Asus,9
7,98,Микроволновые печи Maunfeld,5
8,82,Телевизоры LG,8
7,69,Туристические рюкзак,10
7,36,Надувные бассейн,10
6,20,Кин,10
8,18,Палатки High Peak,11
6,79,Умные часы и браслеты Samsung,10
7,9,Кондиционеры Ballu,16
8,85,Гироскутеры Hoverbot,11
6,81,Микроволновые печи Maunfeld,7
8,26,Наушники Apple,10
7,60,Вентиляторы Centek,13
6,96,Ноутбуки Lenovo,8
7,43,Микроволновые печи Maunfeld,11
8,38,Умные часы и браслеты Samsung,10
7,38,Парфюмерия Killian,13
7,7,Гироскутеры GT,12
7,92,Смартфоны One Plus,11
7,22,Смартфоны Xiaomi,9
8,92,Гироскутеры MiniPro,12
6,37,Наручные часы Traser,6
8,59,Смартфоны Samsung,9
8,82,Планшеты Apple,9
8,73,Ноутбуки Xiaomi,6
6,36,Наушники JBL,11
8,61,Холодильники Samsung,7
7,77,Кондиционеры Ballu,16
6,78,Смартфоны Apple,9
8,82,Вентиляторы Centek,10
7,46,Микроволновые печи Midea,9
7,57,Наушники Beats,8
8,26,Микроволновые печи Bosch,12
7,90,Газонокосилки Champion,9
8,85,Ролик,10
6,7,Гироскутеры Hoverbot,5
7,67,Велосипеды STELS,13
7,12,Смартфоны Huawei,8
7,49,Надувные бассейн,12
6,44,Гироскутеры Hoverbot,11
6,22,Кондиционеры Ballu,8
8,72,Холодильники Nordfrost,20
8,66,Кин,5
7,45,Микроволновые печи Maunfeld,8
7,9,Холодильники Samsung,14
7,2,Гироскутеры Hoverbot,7
6,-1,Парфюмерия Giorgio Armani,5
6,59,Микроволновые печи Gorenje,15
6,59,Парфюмерия SHAIK,8
6,68,Парфюмерия SHAIK,9
8,89,Кондиционеры Ballu,5
8,80,Наручные часы Apple,10
7,25,Микроволновые печи Midea,12
7,55,Велосипеды STELS,9
7,51,Газонокосилки Huter,9
8,56,Вентиляторы Centek,5
6,13,Холодильники Atlant,10
7,38,Наушники Xiaomi,7
8,85,Вентиляторы Equation,11
8,30,Наручные часы Apple,13
7,59,Ноутбуки Acer,10
7,32,Газонокосилки PATRIOT,11
8,79,Кондиционеры Hisense,14
7,85,Газонокосилки Ресанта,14
7,31,Гироскутеры Hoverbot,10
8,62,Смартфоны One Plus,8
7,65,Наручные часы Jacques Lemans,8
7,68,Палатки High Peak,13
7,44,Кофеварки и кофемашины DeLonghi,13
6,59,Газонокосилки Ресанта,12
6,42,Сумк,10
8,74,Кондиционеры Hisense,10
6,67,Планшеты Huawei,14
7,50,Наручные часы Traser,10
8,9,Наушники Beats,15
8,54,Планшеты BQ,9
8,3,Кондиционеры ROYAL Clima,6
7,66,Холодильники Samsung,10
7,34,Ноутбуки Xiaomi,16
7,27,Холодильники Samsung,7
8,50,Наушники Xiaomi,14
6,17,Газонокосилки Ресанта,11
6,36,Гироскутеры Hoverbot,6
6,90,Велосипеды Forward,9
6,99,Велосипеды Forward,7
6,45,Наручные часы Xiaomi,11
6,69,Сериал,10
6,79,Микроволновые печи Midea,8
6,35,Вентиляторы Ballu,16
8,51,Газонокосилки PATRIOT,6
7,80,Газонокосилки Champion,9
8,101,Кондиционеры ROYAL Clima,11
7,33,Палатки Tplus,17
7,93,Вентиляторы Ballu,8
7,1,Планшеты BQ,5
7,92,Кондиционеры Haier,10
6,70,Телевизоры Samsung,12
7,97,Вентиляторы Scarlett,7
6,97,Гироскутеры GT,6
8,61,Туристические рюкзак,12
6,69,Умные часы и браслеты Samsung,7
8,35,Микроволновые печи Gorenje,8
8,28,Холодильники Atlant,9
7,69,Смартфоны One Plus,10
7,31,Кофеварки и кофемашины Bosch,6
7,55,Умные часы и браслеты Samsung,11
6,4,Гироскутеры GT,10
6,22,Концерт,13
8,42,Сумк,14
7,95,Парфюмерия Killian,5
6,50,Холодильники Бирюса,12
6,26,Палатки High Peak,8
8,84,Сумк,8
8,20,Планшеты Huawei,13
6,27,Палатки High Peak,11
8,48,Гироскутеры Hoverbot,12
7,55,Холодильники Бирюса,8
8,97,Смартфоны Huawei,8
7,89,Планшеты Apple,17
6,57,Надувные бассейн,9
8,44,Экскурс,7
8,32,Кофеварки и кофемашины TEENRA,9
6,41,Ролик,10
7,92,Газонокосилки Ресанта,10
7,63,Наручные часы Apple,6
7,64,Купальник,12
8,85,Кин,13
8,45,Телевизоры Xiaomi,10
6,102,Велосипеды Novatrack,7
7,43,Наушники Beats,10
8,15,Палатки Alexika,12
6,54,Парфюмерия Killian,13
8,45,Экскурс,7
7,9,Ноутбуки Xiaomi,12
6,39,Ноутбуки Lenovo,11
7,26,Наушники Apple,8
7,23,Кин,7
8,36,Ноутбуки Xiaomi,9
6,21,Планшеты Apple,11
6,92,Парфюмерия Fragrance World,11
7,50,Холодильники Beko,10
6,18,Гироскутеры Zaxboard,10
7,25,Велосипеды Stinger,8
6,31,Туристические рюкзак,11
8,47,Велосипеды Stinger,10
7,52,Планшеты BQ,10
6,54,Велосипеды Stinger,11
7,31,Гироскутеры Zaxboard,9
8,77,Умные часы и браслеты Samsung,9
7,38,Ролик,12
6,79,Наушники Beats,16
6,70,Наручные часы Jacques Lemans,12
6,84,Кондиционеры Ballu,9
8,40,Парфюмерия Giorgio Armani,9
7,4,Ноутбуки Asus,18
6,26,Ноутбуки Asus,5
6,58,Палатки Tplus,8
8,16,Планшеты Apple,8
7,34,Туристические рюкзак,5
8,97,Микроволновые печи Maunfeld,6
8,22,Кондиционеры Haier,8
7,73,Смартфоны One Plus,10
6,67,Сериал,7
8,58,Парфюмерия Killian,9
8,65,Парфюмерия Giorgio Armani,8
6,30,Вентиляторы Equation,10
8,26,Наручные часы Apple,11
8,64,Наручные часы Apple,9
6,19,Телевизоры LG,10
6,59,Парфюмерия Giorgio Armani,5
6,27,Надувные бассейн,6
7,84,Кондиционеры ROYAL Clima,11
7,34,Экскурс,10
8,61,Планшеты Lenovo,8
8,55,Парфюмерия Giorgio Armani,9
8,84,Вентиляторы Centek,9
6,3,Холодильники Atlant,7
8,12,Компьютерные кресл,8
8,40,Газонокосилки Ресанта,13
6,70,Холодильники Samsung,9
7,66,Холодильники LG,9
8,34,Газонокосилки Зубр,13
8,6,Планшеты Lenovo,9
6,57,Планшеты Lenovo,11
8,23,Путешестви,6
8,95,Ноутбуки Huawei,13
7,78,Ноутбуки Samsung:HP,8
7,72,Ролик,12
7,54,Ноутбуки Samsung:HP,10
8,81,Телевизоры LG,8
8,96,Смартфоны Samsung,9
7,51,Холодильники LG,11
8,30,Кофеварки и кофемашины DeLonghi,12
6,62,Палатки High Peak,8
6,32,Телевизоры Xiaomi,8
6,98,Компьютерные кресл,5
8,49,Кондиционеры ROYAL Clima,14
8,31,Газонокосилки Champion,6
7,58,Микроволновые печи Gorenje,12
6,56,Смартфоны Xiaomi,12
8,44,Смартфоны Xiaomi,9
7,17,Планшеты Samsung,12
7,47,Кондиционеры Hisense,11
6,19,Смартфоны One Plus,13
6,13,Планшеты Lenovo,10
7,84,Ноутбуки Xiaomi,6
7,24,Смартфоны Xiaomi,11
7,73,Наручные часы Apple,12
6,59,Вентиляторы Ballu,9
8,10,Умные часы и браслеты Xiaomi,9
7,89,Телевизоры LG,9
8,90,Смартфоны One Plus,7
6,7,Ноутбуки Lenovo,18
6,40,Велосипеды Forward,6
7,16,Холодильники Nordfrost,9
8,88,Планшеты Lenovo,14
8,75,Наручные часы Apple,8
8,82,Палатки Tplus,9
7,20,Палатки BTrace,7
6,89,Наручные часы Xiaomi,11
8,10,Телевизоры Xiaomi,8
7,83,Гироскутеры Zaxboard,7
8,44,Ноутбуки Huawei,10
7,31,Планшеты BQ,13
8,60,Ноутбуки Asus,8
7,10,Кондиционеры Hisense,13
8,88,Палатки High Peak,9
8,87,Телевизоры Xiaomi,8
8,93,Гироскутеры Zaxboard,15
8,40,Смартфоны Samsung,7
6,10,Велосипеды Forward,7
7,10,Гироскутеры GT,8
6,83,Палатки High Peak,8
6,30,Палатки Talberg,10
7,20,Парфюмерия SHAIK,11
8,31,Ноутбуки Samsung:HP,8
6,73,Умные часы и браслеты Apple,13
7,11,Смартфоны Apple,5
6,68,Кондиционеры Hisense,13
7,96,Вентиляторы Scarlett,18
7,22,Газонокосилки Huter,10
7,60,Палатки High Peak,11
7,66,Ноутбуки Apple,9
6,12,Кондиционеры ROYAL Clima,12
6,72,Наручные часы Jacques Lemans,12
7,44,Газонокосилки Зубр,13
8,8,Наручные часы Apple,7
7,7,Велосипеды Novatrack,12
8,74,Наушники Xiaomi,10
6,68,Наушники JBL,9
6,23,Гироскутеры Hoverbot,11
6,95,Наручные часы Jacques Lemans,12
8,59,Сериал,13
8,76,Кондиционеры ROYAL Clima,10
8,24,Смартфоны Huawei,8
8,17,Планшеты Samsung,13
6,93,Ноутбуки Asus,12
6,63,Вентиляторы Centek,13
8,83,Газонокосилки Huter,11
6,94,Наушники Apple,10
8,34,Велосипеды Forward,11
6,34,Телевизоры Samsung,6
6,72,Холодильники Atlant,13
6,81,Планшеты Xiaomi,12
6,20,Умные часы и браслеты Apple,12
6,82,Смартфоны Apple,10
7,19,Газонокосилки Ресанта,17
6,93,Кондиционеры Ballu,6
7,57,Велосипеды Stinger,10
6,77,Палатки Alexika,14
6,73,Палатки High Peak,8
6,92,Микроволновые печи Maunfeld,10
7,90,Кондиционеры Electrolux,8
6,10,Кин,13
8,99,Туристические рюкзак,7
7,39,Вентиляторы Centek,8
7,70,Наручные часы Xiaomi,18
8,34,Холодильники Nordfrost,8
6,69,Велосипеды Forward,10
